"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/16/2019","AQS","510360002","1","2.5","ug/m3 LC","10","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/19/2019","AQS","510360002","1","5.5","ug/m3 LC","23","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/22/2019","AQS","510360002","1","3.4","ug/m3 LC","14","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/25/2019","AQS","510360002","1","9","ug/m3 LC","38","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/28/2019","AQS","510360002","1","3.9","ug/m3 LC","16","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/31/2019","AQS","510360002","1","3.8","ug/m3 LC","16","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/03/2019","AQS","510360002","1","5.9","ug/m3 LC","25","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/06/2019","AQS","510360002","1","5","ug/m3 LC","21","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/09/2019","AQS","510360002","1","5.5","ug/m3 LC","23","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/12/2019","AQS","510360002","1","6.5","ug/m3 LC","27","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/15/2019","AQS","510360002","1","2.7","ug/m3 LC","11","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/18/2019","AQS","510360002","1","13.5","ug/m3 LC","54","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/21/2019","AQS","510360002","1","3.1","ug/m3 LC","13","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/24/2019","AQS","510360002","1","8.4","ug/m3 LC","35","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/27/2019","AQS","510360002","1","4.6","ug/m3 LC","19","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/30/2019","AQS","510360002","1","12.3","ug/m3 LC","51","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/03/2019","AQS","510360002","1","7.7","ug/m3 LC","32","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/06/2019","AQS","510360002","1","2","ug/m3 LC","8","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/09/2019","AQS","510360002","1","5.5","ug/m3 LC","23","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/12/2019","AQS","510360002","1","5.3","ug/m3 LC","22","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/15/2019","AQS","510360002","1","5.2","ug/m3 LC","22","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/18/2019","AQS","510360002","1","7.8","ug/m3 LC","33","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/21/2019","AQS","510360002","1","6.6","ug/m3 LC","28","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/24/2019","AQS","510360002","1","11.6","ug/m3 LC","48","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/27/2019","AQS","510360002","1","8","ug/m3 LC","33","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/30/2019","AQS","510360002","1","8.2","ug/m3 LC","34","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/02/2019","AQS","510360002","1","11","ug/m3 LC","46","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/05/2019","AQS","510360002","1","11","ug/m3 LC","46","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/08/2019","AQS","510360002","1","7.8","ug/m3 LC","33","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/11/2019","AQS","510360002","1","3","ug/m3 LC","13","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/14/2019","AQS","510360002","1","3.8","ug/m3 LC","16","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/17/2019","AQS","510360002","1","13.8","ug/m3 LC","55","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/23/2019","AQS","510360002","1","7.4","ug/m3 LC","31","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/26/2019","AQS","510360002","1","7.9","ug/m3 LC","33","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"06/29/2019","AQS","510360002","1","10.5","ug/m3 LC","44","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/02/2019","AQS","510360002","1","9.2","ug/m3 LC","38","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/05/2019","AQS","510360002","1","7.4","ug/m3 LC","31","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/11/2019","AQS","510360002","1","6.7","ug/m3 LC","28","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/20/2019","AQS","510360002","1","11.5","ug/m3 LC","48","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/23/2019","AQS","510360002","1","5.2","ug/m3 LC","22","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/26/2019","AQS","510360002","1","10.5","ug/m3 LC","44","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"07/29/2019","AQS","510360002","1","12.3","ug/m3 LC","51","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/01/2019","AQS","510360002","1","7.7","ug/m3 LC","32","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/04/2019","AQS","510360002","1","7.7","ug/m3 LC","32","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/07/2019","AQS","510360002","1","9.8","ug/m3 LC","41","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/10/2019","AQS","510360002","1","6.9","ug/m3 LC","29","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/13/2019","AQS","510360002","1","9.5","ug/m3 LC","40","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/16/2019","AQS","510360002","1","7.7","ug/m3 LC","32","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/19/2019","AQS","510360002","1","10.4","ug/m3 LC","43","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/22/2019","AQS","510360002","1","7.2","ug/m3 LC","30","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/25/2019","AQS","510360002","1","3.7","ug/m3 LC","15","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/28/2019","AQS","510360002","1","5","ug/m3 LC","21","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"08/31/2019","AQS","510360002","1","9.9","ug/m3 LC","41","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/03/2019","AQS","510360002","1","6.6","ug/m3 LC","28","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/06/2019","AQS","510360002","1","5","ug/m3 LC","21","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/09/2019","AQS","510360002","1","8.8","ug/m3 LC","37","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/12/2019","AQS","510360002","1","12.3","ug/m3 LC","51","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/15/2019","AQS","510360002","1","7.7","ug/m3 LC","32","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/18/2019","AQS","510360002","1","3.4","ug/m3 LC","14","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/21/2019","AQS","510360002","1","9.8","ug/m3 LC","41","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/24/2019","AQS","510360002","1","8","ug/m3 LC","33","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/27/2019","AQS","510360002","1","7.1","ug/m3 LC","30","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"09/30/2019","AQS","510360002","1","6","ug/m3 LC","25","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/03/2019","AQS","510360002","1","17.6","ug/m3 LC","63","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/06/2019","AQS","510360002","1","4.9","ug/m3 LC","20","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/09/2019","AQS","510360002","1","4.2","ug/m3 LC","18","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/12/2019","AQS","510360002","1","6","ug/m3 LC","25","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/15/2019","AQS","510360002","1","6","ug/m3 LC","25","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/18/2019","AQS","510360002","1","3.2","ug/m3 LC","13","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/21/2019","AQS","510360002","1","4.7","ug/m3 LC","20","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/24/2019","AQS","510360002","1","5.3","ug/m3 LC","22","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/27/2019","AQS","510360002","1","4.1","ug/m3 LC","17","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"10/30/2019","AQS","510360002","1","4.7","ug/m3 LC","20","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/02/2019","AQS","510360002","1","5.2","ug/m3 LC","22","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/05/2019","AQS","510360002","1","7.4","ug/m3 LC","31","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/08/2019","AQS","510360002","1","2.6","ug/m3 LC","11","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/11/2019","AQS","510360002","1","10.9","ug/m3 LC","45","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/14/2019","AQS","510360002","1","8.1","ug/m3 LC","34","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/17/2019","AQS","510360002","1","3.8","ug/m3 LC","16","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/20/2019","AQS","510360002","1","7.3","ug/m3 LC","30","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/23/2019","AQS","510360002","1","3.6","ug/m3 LC","15","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/26/2019","AQS","510360002","1","9.4","ug/m3 LC","39","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"11/29/2019","AQS","510360002","1","3","ug/m3 LC","13","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/02/2019","AQS","510360002","1","2.2","ug/m3 LC","9","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/05/2019","AQS","510360002","1","3.3","ug/m3 LC","14","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/08/2019","AQS","510360002","1","4.3","ug/m3 LC","18","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/11/2019","AQS","510360002","1","2.3","ug/m3 LC","10","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/14/2019","AQS","510360002","1","2.5","ug/m3 LC","10","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/17/2019","AQS","510360002","1","9.2","ug/m3 LC","38","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/20/2019","AQS","510360002","1","8.6","ug/m3 LC","36","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/26/2019","AQS","510360002","1","6.3","ug/m3 LC","26","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"12/29/2019","AQS","510360002","1","8.5","ug/m3 LC","35","Shirley Plantation","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/03/2019","AQS","510410004","1","4.9","ug/m3 LC","20","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/06/2019","AQS","510410004","1","3","ug/m3 LC","13","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/09/2019","AQS","510410004","1","3","ug/m3 LC","13","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/12/2019","AQS","510410004","1","9.7","ug/m3 LC","40","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/15/2019","AQS","510410004","1","11.8","ug/m3 LC","49","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/24/2019","AQS","510410004","1","2.1","ug/m3 LC","9","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/27/2019","AQS","510410004","1","6.6","ug/m3 LC","28","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"01/30/2019","AQS","510410004","1","3.3","ug/m3 LC","14","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"02/02/2019","AQS","510410004","1","10.5","ug/m3 LC","44","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"02/05/2019","AQS","510410004","1","11.3","ug/m3 LC","47","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"02/08/2019","AQS","510410004","1","5.4","ug/m3 LC","23","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"02/11/2019","AQS","510410004","1","5.9","ug/m3 LC","25","VDOT Chesterfield Residency Shop","1","100.0000","88101","PM2.5 - Local Conditions","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
